Wavenumber	Control30_1	Control30_2	Control30_3	Control30_4	Control30_5	Control30_6	Control30_7	Control30_8	Control30_9	Control30_10	Control30_11	Control30_12	Control30_13	BacVan30 Amid_1	BacVan30 Amid_2	BacVan30 Amid_3	BacVan30 Amid_4	BacVan30 Amid_5	BacVan30 Amid_6	BacVan30 Amid_7	BacVan30 Amid_8	BacVan30 Amid_9	BacVan30 Amid_10	BacVan30 Amid_11	BacVan30 Amid_12	BacVan30 Amid_13	BacVan30 Amid_14	BacVan30 Amid_15	BacVan30 Amid_16	BacVan30 Amid_17	BacVan30 Amid_18	BacVan30 Amid_19	BacVan30 Amid_20	BacVan30 Amid_21	BacVan30 Amid_22	BacVan30 Amid_23	BacVan30 Amid_24	BacVan30 Amid_25	BacVan30 Amid_26	BacVan30 Amid_27	BacVan30 Amid_28	BacVan30 Amid_29	BacVan30 Amid_30	BacVan30 Amid_31	BacVan30 Amid_32	BacVan30 Zucker_1	BacVan30 Zucker_2	BacVan30 Zucker_3	BacVan30 Zucker_5	BacVan30 Zucker_6	BacVan30 Zucker_7	BacVan30 Zucker_8	BacVan30 Zucker_9	BacVan30 Zucker_10	BacVan30 Zucker_11	BacVan30 Zucker_12	BacVan30 Zucker_13	BacVan30 Zucker_14	BacVan30 Zucker_15	BacVan30 Zucker_16	BacVan30 Zucker_17	BacVan30 Zucker_18	BacVan30 Zucker_19	BacVan30 Zucker_20
957	2.334658994	2.238039234	2.550408638	2.473483693	2.222884583	2.464085091	2.630679081	2.395366229	2.534436414	2.545078028	2.269965955	2.432935924	2.250289807	1.658521	1.717846	2.075734	1.815278	1.737222	1.968430	1.652048	1.873503	1.765517	1.856485	1.620485	1.938451	1.848896	1.624312	1.984047	1.722490	1.751880	1.883830	1.992644	2.120889	1.946083	1.945480	1.855653	1.819661	1.975560	1.826524	1.851605	1.794733	1.845443	1.920225	1.617281	1.649880	1.679548	1.978662	2.049623	1.668042	1.612970	1.894415	1.897134	1.768965	1.519154	1.766047	2.315876	1.532844	1.778691	1.948763	1.918333	1.771440	1.864034	1.855365	1.876713
958	2.477869352	2.288018397	2.408318321	2.558124609	2.189927773	2.367939471	2.494175616	2.570334345	2.379086251	2.456690859	2.393391566	2.166920996	2.083481407	1.629075	1.658679	1.803743	1.524783	1.894247	1.714822	1.853227	1.858000	1.853038	1.918865	1.434295	1.714796	1.672358	1.548768	1.873388	1.596913	1.451744	1.885951	1.830163	1.830598	1.816038	1.936407	1.773432	2.034768	1.751147	1.377762	1.715313	1.616947	1.753574	1.705436	1.542496	1.648961	1.659432	2.060906	2.150331	1.870780	1.546024	1.859469	1.974736	1.542595	1.402675	1.537043	2.079740	1.632843	1.643456	1.809624	1.873190	1.970254	1.706998	1.691540	1.841899
959	2.710841364	2.366220859	2.739173329	2.459413023	2.447627774	2.649834986	2.734293308	2.589853176	2.495218242	2.646249271	2.545577055	2.582068581	2.254923782	1.975456	1.903538	2.056918	1.734555	1.895361	1.999178	1.786341	1.983365	1.826315	1.900504	1.730777	1.818611	2.025694	1.519899	2.049274	1.577335	1.645830	1.840441	1.830709	2.026775	1.816778	1.910319	1.754271	1.661892	1.845688	1.821982	1.892731	1.801243	1.636727	1.989745	1.671148	1.820186	1.600400	1.905894	2.190436	1.843801	1.690702	2.063634	1.881759	1.764861	1.654060	1.809526	2.191827	1.602877	1.680814	1.913543	1.923319	1.971967	1.792411	1.896193	2.021433
960	2.730164037	2.480640779	2.639659609	2.556598367	2.142227121	2.392715702	2.51635786	2.30037157	2.464231025	2.679220755	2.771090619	2.49124692	2.446021856	1.841990	1.973325	1.787179	1.625999	1.913258	1.821276	1.856091	2.109308	1.762124	1.843061	1.628807	1.699987	1.703334	1.642257	2.013164	1.734677	1.637606	1.695493	1.768317	1.867000	1.981319	1.932519	1.831827	1.712452	1.668553	1.742580	1.932431	1.652005	1.904110	1.780615	1.705369	1.688575	1.571918	1.967208	2.090893	1.919708	1.596478	1.903960	1.959847	1.805466	1.580103	1.548491	1.873191	1.469394	1.825152	1.772860	1.746012	1.897891	1.670219	1.726841	1.776999
961	2.383573606	2.181308582	2.245213781	2.276656701	2.161110636	2.166798929	2.280864503	2.408154668	2.310973939	2.448452969	2.281667077	2.064645817	2.122970743	1.687042	1.881314	2.220745	1.687541	1.950178	2.027364	1.730003	1.804956	1.879278	1.906032	1.562386	1.861900	1.682607	1.460023	2.041603	1.507870	1.637407	1.903378	1.973454	1.941760	1.937122	1.927445	1.954792	1.789965	1.648598	1.884781	1.813689	1.903927	1.785403	1.872198	1.729831	1.912295	1.568559	1.932315	2.079653	1.753539	1.571778	1.805264	2.081449	1.740301	1.620707	1.524534	2.103749	1.520955	1.807344	1.546145	1.705200	1.857013	1.864204	1.808100	1.934788
962	2.432107209	2.254754879	2.77649632	2.374419401	2.277678406	2.428147371	2.659354216	2.655929304	2.677662594	2.59663184	2.536491946	2.392510113	2.370009085	1.964396	2.065792	1.972986	1.816116	2.067778	1.873220	1.730984	1.864870	2.022794	2.016374	1.668125	1.911218	2.006570	1.576181	2.136896	1.859139	1.666910	1.961878	1.825735	1.942861	1.967148	2.164878	1.836759	2.027152	2.016095	1.720595	2.053496	1.845163	2.045894	1.989731	1.797017	2.040287	1.759381	2.189303	2.109599	1.850409	1.801601	2.173500	1.869523	1.836440	1.621626	1.834339	2.095586	1.762104	1.817988	1.796851	1.970216	2.020050	1.942979	2.075732	1.868465
963	2.737828931	2.276874577	2.506118095	2.613959828	2.288234973	2.51777415	2.608269295	2.503390438	2.5142558	2.769691624	2.336057532	2.438773625	2.471759563	1.749568	1.824391	1.792775	1.802049	1.817161	1.658793	1.708391	1.881610	1.665991	1.940116	1.508438	1.640974	1.584354	1.520894	2.000434	1.663562	1.627927	1.834648	2.063700	1.696588	1.621880	1.983283	1.759687	1.690719	1.823097	1.634997	1.779186	1.776757	1.795896	1.623720	1.607886	1.783180	1.410167	1.928303	1.820938	1.759970	1.485125	1.947485	1.813187	1.669244	1.541589	1.702391	1.928817	1.566260	1.704841	1.746487	1.799977	1.645730	1.800905	1.868415	1.785402
964	2.293092098	2.316702311	2.597348925	2.267162701	2.308359929	2.343517389	2.524500457	2.331364068	2.543857797	2.563764772	2.401267603	2.413136916	2.412575631	1.571198	2.023661	2.007806	1.667328	1.771305	1.789766	1.727980	1.981388	1.520783	1.966602	1.665231	1.733118	1.757452	1.790914	2.101342	1.520952	1.617795	1.857631	1.752680	1.996533	1.881111	1.981814	1.850090	1.585399	1.731999	1.792545	1.798326	1.800475	1.927497	1.742704	1.881758	1.809629	1.523204	1.959227	2.149812	1.693531	1.593952	1.974607	1.852042	1.708450	1.513312	1.611631	2.051999	1.350657	1.773757	1.725256	1.675607	1.886548	1.621727	2.070018	1.785369
965	2.741135275	2.381648403	2.648185829	2.70275999	2.304945741	2.322396867	2.514169492	2.869151989	2.315636845	2.84012613	2.745434979	2.329376999	2.298175604	1.554060	1.830992	1.716731	1.834095	1.942632	1.776530	1.894917	2.085099	1.792293	2.025337	1.301778	1.666097	1.838016	1.595086	1.749837	1.735482	1.598937	1.833383	1.759727	1.860641	1.810739	2.080031	1.732535	1.922517	1.976070	1.668659	1.748222	1.731003	1.807784	1.841002	1.695291	1.870166	1.659087	2.022368	2.100743	1.663969	1.557571	1.665991	1.653597	1.660431	1.577357	1.419193	1.925311	1.509732	1.815374	1.849909	1.858888	1.698901	1.676847	1.733804	1.835960
966	2.600374621	2.342691536	2.55172297	2.270722294	2.26647159	2.477244387	2.381400243	2.265904023	2.276871902	2.638151497	2.348203091	2.336361506	2.439640306	1.684438	1.920189	1.830433	1.560272	1.902661	1.750831	1.822879	1.780118	1.796448	2.014556	1.542907	2.004775	1.708419	1.555648	1.909246	1.841286	1.653237	1.940986	1.915694	1.820156	1.871118	1.898918	1.713542	1.803923	1.702489	1.620848	1.704306	1.799184	1.810020	1.836045	1.660016	1.684842	1.452361	1.903716	2.122482	1.776254	1.688770	1.993534	2.115741	1.716453	1.419042	1.506215	2.034245	1.571758	1.716411	1.920726	1.574527	1.886094	1.610379	1.866173	1.953384
967	2.572258768	2.285324637	2.395241162	2.460091839	2.097680958	2.259514968	2.299025828	2.173824503	2.274776613	2.109911192	2.322813776	2.265561401	2.368778225	1.776008	1.810282	1.932857	1.803584	1.811288	1.718508	1.760775	1.700487	1.690522	1.910001	1.488133	1.745846	1.649228	1.472974	2.070030	1.649322	1.450779	1.812919	1.756872	1.831344	1.909315	1.799845	1.842987	1.667425	1.707988	1.674908	1.654756	1.794452	1.710051	1.681586	1.629613	1.877170	1.313208	1.804393	1.999072	1.661074	1.487603	1.889525	1.669011	1.512666	1.593159	1.553173	2.021578	1.591631	1.675666	1.683044	1.585488	1.932027	1.849589	1.713104	1.686974
968	2.49963591	2.122441088	2.515949081	2.418654393	2.250883863	2.226647182	2.480544564	2.569775396	2.329501649	2.263352015	2.355373948	2.204964438	2.356875022	1.412039	1.750869	1.674471	1.560271	2.051219	1.860221	1.516625	1.881170	1.607052	1.671579	1.737819	1.859052	1.656373	1.455648	1.742618	1.565259	1.469391	1.512112	1.725489	1.807535	1.622777	1.926787	1.754371	1.803244	1.704534	1.563194	1.732353	1.743749	1.828794	1.578953	1.432495	1.852765	1.467324	1.958238	1.990258	1.541765	1.554089	1.735147	1.802212	1.636878	1.292579	1.561534	1.871761	1.413433	1.726671	1.931471	1.680601	1.701528	1.471406	1.833840	1.890958
969	2.335934173	2.055603196	2.548846757	2.363886351	2.441601268	2.387653412	2.445271293	2.236892783	2.592025127	2.578628781	2.3656897	2.295785674	2.276587133	1.727686	1.847325	1.786800	1.746470	1.923132	1.764050	1.759723	1.651773	1.753439	1.833977	1.613321	1.875055	1.666062	1.432555	2.027791	1.666157	1.639626	1.638157	1.727094	1.895830	1.873164	1.909127	1.890441	1.703371	1.688316	1.729396	1.947192	1.860725	1.852270	1.754753	1.673532	1.840003	1.470809	1.886608	2.074805	1.678028	1.598506	1.842003	1.965502	1.738563	1.289536	1.457616	2.141174	1.473085	1.702019	1.848068	1.572373	1.786810	1.597540	1.831312	1.880169
970	2.541394959	2.132402667	2.680955102	2.313772654	2.216219328	2.603643466	2.579442132	2.553627394	2.354058786	2.517682544	2.345368374	2.640349968	2.463532444	1.605560	1.813720	1.656265	1.578344	1.769540	1.796379	1.710520	1.789084	1.580132	2.005535	1.461288	1.705329	1.674375	1.635064	2.059088	1.719656	1.451320	1.547624	1.762280	1.914041	1.793748	1.899931	1.883987	1.554559	1.668160	1.681041	1.812395	1.603588	1.875110	1.687543	1.609057	1.642551	1.448372	1.798421	1.837521	1.577337	1.497985	1.781222	1.919600	1.592112	1.476968	1.561254	1.810211	1.403820	1.672413	1.796395	1.680300	1.727943	1.770819	1.895814	1.719563
971	2.570674575	2.528979445	2.674082762	2.554646594	2.302644084	2.469214231	2.578847462	2.496356613	2.25656512	2.65227128	2.407825288	2.35043498	2.307246714	1.452890	1.865330	1.764233	1.489191	1.700573	1.691445	1.795230	1.790257	1.612126	1.704111	1.643967	1.629881	1.652765	1.501334	1.827533	1.634784	1.530958	1.754217	1.585851	1.719929	1.654359	1.545061	1.891612	1.723812	1.620118	1.588741	1.578249	1.522015	1.730214	1.709009	1.605557	1.868745	1.480336	1.531849	1.844276	1.419788	1.357145	1.774393	1.836800	1.434845	1.210835	1.438398	1.748626	1.455506	1.476547	1.769986	1.494751	1.763800	1.491270	1.805524	1.669759
972	2.32228796	2.198216014	2.306167595	2.180638967	2.131582714	2.50747626	2.119294694	2.163175431	2.340236544	2.4827124	2.243306041	1.917382729	2.322045051	1.858019	1.777892	2.054726	1.768289	2.004084	1.758109	1.761688	1.807705	1.845162	2.040481	1.591607	2.021980	1.872076	1.867346	2.010025	2.019266	1.831425	1.956279	1.958014	2.091378	1.980908	2.066393	1.919001	1.842265	2.020675	1.849373	1.884740	1.988339	1.949162	1.905477	1.674935	1.886860	1.780415	2.138750	2.183338	1.707593	1.772777	1.827882	1.970293	1.665815	1.451665	1.612023	2.139574	1.641328	1.849456	1.935018	1.901276	1.995988	1.877729	1.927109	2.085732
973	2.365075154	2.402751179	2.602578083	2.27929774	2.401148207	2.650690026	2.646140581	2.448919913	2.765187396	2.65469239	2.317459496	2.352163297	2.381888064	1.614820	1.920827	1.859966	1.577732	1.820257	1.736302	1.618092	2.009374	1.653467	1.852942	1.422550	1.985344	1.657394	1.590598	1.918180	1.592307	1.640208	1.748653	1.547247	1.813079	1.854194	1.691187	1.738136	1.543886	1.707216	1.627404	1.772594	1.612508	1.833086	1.643486	1.565298	1.709024	1.491846	1.840527	2.100704	1.605095	1.494968	1.756465	1.760675	1.592977	1.412104	1.459269	1.852593	1.532467	1.656357	1.718954	1.739071	1.695475	1.756516	1.676042	1.815105
974	2.434687555	2.290506322	2.587501447	2.407157051	2.345357044	2.555476078	2.453030961	2.534825864	2.403477759	2.722073914	2.501887888	2.658375849	2.420546265	1.611323	1.858076	1.834482	1.593166	1.804477	1.923142	1.689251	1.676232	1.648734	1.658857	1.582938	1.775989	1.662392	1.659487	2.034013	1.671516	1.653685	1.670515	1.685206	1.743307	1.710510	1.998051	1.995357	1.847706	1.774843	1.724343	1.649176	1.599825	1.760888	1.813286	1.677711	1.667187	1.773233	1.824252	2.280018	1.583103	1.483877	1.826042	1.782250	1.669909	1.333907	1.466603	1.774247	1.587044	1.806104	1.786065	1.581090	1.690226	1.567454	1.706983	1.835673
975	2.091690292	2.252221856	2.434328266	2.289468428	2.259229576	2.27063222	2.459796442	2.45816759	2.245029058	2.528432327	2.200600196	2.078514255	2.17039492	1.633950	1.816602	1.764623	1.566897	1.951229	1.568300	1.520314	1.760029	1.487726	1.800722	1.549631	1.825997	1.745551	1.354103	1.864264	1.553628	1.435884	1.791535	1.886822	1.707798	1.691144	1.834923	1.858608	1.706418	1.691759	1.446225	1.693876	1.552651	1.740429	1.673525	1.537575	1.798624	1.437983	1.839559	1.832874	1.804253	1.422007	1.750339	1.880154	1.603131	1.392896	1.379265	2.037058	1.568447	1.705907	1.959722	1.570961	1.736808	1.435764	1.604223	1.840936
976	2.362296505	2.05955361	2.246857072	2.619460997	2.321713787	2.305644923	2.230397695	2.471057413	2.275253214	2.413611533	2.381742197	2.12594025	2.337702479	1.820621	1.915127	1.842833	1.624620	1.867900	1.925557	1.784865	1.790679	1.732587	1.980510	1.644026	1.876513	1.746728	1.465971	1.886364	1.756422	1.642828	1.784151	1.632209	2.012886	1.826554	1.950923	1.900437	1.599111	1.759899	1.734723	1.742522	1.561114	1.810809	1.596601	1.678381	1.849143	1.524792	1.899161	2.026679	1.663150	1.647252	1.959082	1.815529	1.508302	1.492315	1.549615	1.828039	1.597022	1.649413	1.781785	1.812329	1.804894	1.801453	1.879542	1.805149
977	2.438227673	2.144288183	2.592650692	2.17054237	2.193009657	2.016725655	2.394992529	2.417989568	2.164965873	2.538140016	2.276146385	2.431890101	2.387437903	1.784988	1.824892	1.889316	1.543156	1.915015	1.844802	1.676817	1.956335	1.717241	1.928784	1.557164	1.854528	1.659323	1.520651	2.127781	1.830106	1.781116	2.005834	1.794235	1.829784	1.793215	2.029976	2.009525	1.749089	1.764133	1.587995	1.766341	1.742042	1.958436	1.695259	1.642223	1.644885	1.622747	1.781934	2.029509	1.645029	1.595333	1.855810	1.851114	1.642386	1.420445	1.676329	1.816628	1.656119	1.848066	1.855987	1.742510	1.723001	1.726756	1.995684	1.949379
978	2.601512859	2.429394794	2.712377164	2.526392919	2.500723524	2.494060871	2.379155309	2.415188799	2.365714607	2.683374177	2.381039587	2.280122962	2.166783526	1.675926	1.916839	1.721148	1.500982	1.686729	1.705641	1.964120	1.929492	1.876325	1.715961	1.514236	2.002970	1.797857	1.479029	1.953380	1.855507	1.588790	1.928844	1.822530	1.853320	1.857341	2.027377	1.744764	1.866102	1.896325	1.611776	1.868119	1.554696	1.684462	1.696040	1.493065	1.851234	1.548299	1.609063	2.018348	1.542085	1.452715	1.852492	1.846535	1.709940	1.341691	1.610342	1.978427	1.580516	1.852737	1.621819	1.492302	1.740713	1.726530	1.767826	1.663855
979	2.6757811	2.335812665	2.44427654	2.434049495	2.206931485	2.519490806	2.539700897	2.538259597	2.32631058	2.882817773	2.653172676	2.578192352	2.567614394	1.611437	1.495705	1.819651	1.466732	1.728008	1.342724	1.423127	1.783303	1.637863	1.676449	1.389030	1.860610	1.408280	1.462548	1.701679	1.615902	1.440728	1.650531	1.592331	1.695246	1.618611	1.830970	1.620756	1.579183	1.788236	1.640667	1.629638	1.490191	1.592354	1.503882	1.448008	1.638628	1.373718	1.652037	1.786457	1.423640	1.441265	1.574374	1.822501	1.509426	1.255918	1.344519	1.794671	1.569755	1.579113	1.790135	1.601667	1.669721	1.541099	1.686088	1.625543
980	2.372241503	2.032540608	2.653026012	2.436061273	2.432857168	2.450047449	2.5551442	2.324393298	2.396213871	2.564776265	2.326963842	2.507697133	2.366372133	1.703968	1.811638	1.999297	1.724118	2.007006	1.577988	1.796763	1.802616	1.610705	1.824246	1.463657	1.898709	1.807488	1.446807	1.880043	1.709518	1.539066	1.872880	2.021497	1.997629	1.819374	1.869052	1.693895	1.659150	1.703862	1.736531	1.658283	1.621568	1.662626	1.753357	1.604141	1.871266	1.424599	1.949867	1.741859	1.606882	1.678211	1.842657	1.866517	1.690245	1.439668	1.579322	1.896557	1.788529	1.814864	1.784019	1.814217	1.893428	1.774462	1.815623	1.933172
981	2.084367366	1.88246418	2.50049197	2.080148341	2.084051703	2.154498766	2.224213435	2.104149366	2.039031571	2.159640107	2.171291121	2.017758862	2.120179792	1.510213	1.710524	1.734218	1.549404	1.767207	1.578869	1.580317	1.805734	1.664393	1.663897	1.347562	1.691722	1.734430	1.516893	1.713645	1.677659	1.420366	1.992333	1.787056	1.825921	1.531285	2.068767	1.615084	1.619845	1.961504	1.581320	1.664689	1.506583	1.700777	1.701079	1.566030	1.692012	1.490642	1.633500	2.024133	1.494657	1.416781	1.604861	1.753963	1.704498	1.348765	1.336803	1.983841	1.376615	1.788281	1.702656	1.475056	1.596165	1.627382	1.880833	1.669328
982	2.451664968	2.249967366	2.381548989	2.532551778	2.204782082	2.256286828	2.442919101	2.248759906	2.214451946	2.417648564	2.285185228	2.101664659	2.410024283	1.883589	1.794982	1.864837	1.538692	1.776791	1.700819	1.810368	1.844192	1.738137	1.885662	1.596148	1.785471	1.477019	1.450267	1.979545	1.866804	1.678444	1.695679	1.816067	1.863638	1.783671	2.006358	1.875151	1.820232	1.699798	1.608823	1.701612	1.796341	1.807159	1.776448	1.657392	1.824737	1.566849	1.836120	2.119127	1.726777	1.618269	1.874439	1.886069	1.713741	1.467399	1.419244	1.885306	1.686239	1.882258	1.693180	1.888424	1.910942	1.522713	1.946652	1.837780
983	2.558134863	2.454064643	2.599455937	2.564831136	2.402668112	2.355305085	2.527117415	2.725870366	2.237803472	2.7244849	2.528599924	2.590944724	2.716120696	1.754553	1.975150	1.801318	1.501398	2.106715	1.815399	1.788773	1.937271	1.707589	1.693640	1.428304	2.184497	1.770111	1.579143	1.896943	1.921206	1.722560	2.066934	1.896941	1.928989	1.713948	1.885460	2.031458	1.840602	2.033560	1.778037	1.974002	1.793389	1.856368	1.795377	1.769047	2.037786	1.632174	1.802079	2.150300	1.922092	1.686888	1.897358	1.701706	1.868250	1.579085	1.646160	2.049535	1.727816	1.888621	1.956135	2.109455	1.792090	1.917493	1.997437	2.050278
984	2.505905274	2.254115527	2.581100038	2.512410804	2.342716174	2.422844227	2.402765255	2.328670187	2.693934849	2.716604938	2.611971246	2.353767494	2.15479164	1.641262	1.677954	1.646712	1.483820	1.916726	1.347840	1.588522	1.687546	1.489257	1.923616	1.458798	1.787272	1.562703	1.434527	1.992026	1.728724	1.448737	1.717755	1.687260	1.799413	1.767251	1.893317	1.697651	1.589662	1.777005	1.377482	1.822620	1.630041	1.715893	1.622943	1.652951	1.779884	1.255996	1.674268	1.911389	1.521630	1.485685	1.734509	1.784422	1.653966	1.531934	1.523112	1.944328	1.456562	1.672001	1.824551	1.621393	1.674282	1.651962	1.906954	1.837910
985	2.458125053	2.177118694	2.474405268	2.158771562	2.070364078	2.130197384	2.089509707	2.078087169	2.04326822	2.218629001	2.080385334	2.344186351	2.301223978	1.491415	1.697120	1.789063	1.627006	1.688949	1.315321	1.440094	1.833427	1.391332	1.527999	1.387798	1.626303	1.541585	1.355256	1.749816	1.390406	1.343178	1.577354	1.553655	1.700532	1.483389	1.895748	1.572770	1.865212	1.572256	1.709012	1.757883	1.497771	1.608350	1.493099	1.325039	1.689450	1.510323	1.726973	1.756086	1.404653	1.394473	1.526734	1.667516	1.524741	1.342097	1.255316	1.867465	1.365978	1.611829	1.645321	1.487890	1.491973	1.645692	1.691435	1.649163
986	2.501302688	2.248848499	2.425113542	2.089875257	2.048098859	2.59085146	2.372627021	2.286299618	2.432566997	2.410820859	2.215389708	2.360372155	2.317770435	1.567924	1.838033	1.700797	1.452735	1.858016	1.340549	1.795544	1.994736	1.733273	1.783486	1.307160	1.847439	1.477458	1.716185	1.829562	1.478844	1.559932	1.803328	1.605414	1.747623	1.560178	1.772045	1.821867	1.873699	1.874797	1.467304	1.780904	1.682606	1.673792	1.675722	1.548924	1.820246	1.400422	1.776523	2.147466	1.541776	1.620270	1.595976	1.767944	1.426876	1.271660	1.342976	1.864370	1.669279	1.689167	2.000213	1.583042	1.870694	1.782684	1.897534	1.615309
987	2.187489737	2.125109587	2.367613143	2.237638511	1.925480627	2.338309347	2.334596127	2.06896088	2.217978174	2.323149025	1.829603312	2.31200326	2.292497042	1.484597	1.571247	1.668335	1.439024	1.635585	1.302645	1.534681	1.662993	1.455370	1.701857	1.497097	1.488455	1.555938	1.628387	1.765222	1.649202	1.269340	1.439298	1.700075	1.840276	1.624635	1.799714	1.568787	1.414398	1.643589	1.591509	1.827372	1.670903	1.472436	1.616792	1.395423	1.579681	1.465357	1.957623	1.743356	1.469304	1.449596	1.709896	1.585906	1.539727	1.395149	1.442783	1.745376	1.581986	1.602296	1.810970	1.227697	1.550951	1.498058	1.640472	1.650180
988	3.282726014	2.690270274	2.864918464	2.977738747	2.77494359	2.703474951	3.000811457	2.789698465	2.91296641	2.901031703	2.98734087	2.721026216	2.749703978	2.113176	2.077181	2.407997	1.976652	2.304430	2.081010	1.999148	2.296392	2.230946	2.184111	1.861292	2.170171	1.971142	1.896695	2.375475	2.106412	2.118520	2.192932	2.116749	2.314580	2.239528	2.367353	2.176753	2.082115	2.178693	2.228525	2.189581	1.986086	2.175368	2.197965	1.934824	2.052680	1.789805	2.240979	2.381574	2.137136	1.961434	2.033203	2.173016	1.907965	1.826119	1.847200	2.291687	1.796261	2.109887	2.173095	1.937638	2.278925	2.075966	2.344714	2.080495
989	3.282726014	2.690270274	2.864918464	2.977738747	2.77494359	2.703474951	3.000811457	2.789698465	2.91296641	2.901031703	2.98734087	2.721026216	2.749703978	2.113176	2.077181	2.407997	1.976652	2.304430	2.081010	1.999148	2.296392	2.230946	2.184111	1.861292	2.170171	1.971142	1.896695	2.375475	2.106412	2.118520	2.192932	2.116749	2.314580	2.239528	2.367353	2.176753	2.082115	2.178693	2.228525	2.189581	1.986086	2.175368	2.197965	1.934824	2.052680	1.789805	2.240979	2.381574	2.137136	1.961434	2.033203	2.173016	1.907965	1.826119	1.847200	2.291687	1.796261	2.109887	2.173095	1.937638	2.278925	2.075966	2.344714	2.080495
990	2.868435813	2.452598895	2.730822063	2.571632217	2.330918933	2.481093205	2.704116484	2.628258509	2.821086435	2.660593588	2.383250992	2.433016709	2.355465327	1.987104	2.056783	2.029741	1.808144	2.200484	1.977089	1.900367	2.117510	2.079285	1.848916	1.758636	2.121324	1.997915	1.816587	2.233770	1.879540	1.896046	1.944156	2.036784	2.138888	2.019057	2.137802	2.162688	1.909881	1.964211	2.000825	2.115879	1.623348	1.918116	2.054585	1.737258	1.852401	1.688872	2.111779	2.194601	1.925581	1.646202	2.030653	1.858949	1.799869	1.706503	1.957144	2.061396	1.698075	2.084499	1.892138	1.880705	2.014975	2.044206	2.244116	1.939527
991	2.91675254	2.534479745	2.737300791	2.665022318	2.405135172	2.511447307	2.628645564	2.689870189	2.714233738	2.699193593	2.46603701	2.581833802	2.527808432	1.810551	1.801660	2.130263	1.768147	2.085236	2.018145	1.906157	2.148695	2.060184	1.878847	1.793083	1.890878	1.806646	1.704298	2.272264	1.840886	1.856991	1.894029	1.991815	2.207261	1.910230	2.108512	2.099005	1.881744	2.018924	2.019080	1.941646	1.820183	1.977403	2.183455	1.820920	1.656022	1.623007	2.177697	2.300591	1.895140	1.844222	1.968017	1.960099	1.935706	1.648420	1.886351	2.114017	1.763924	2.070466	1.886583	1.831011	2.006105	2.003408	2.258648	1.982107
992	3.057736527	2.708568088	2.937678117	2.748159124	2.588277741	2.759771626	2.841665625	2.76224827	2.793122786	2.609215049	2.835345434	2.826127716	2.642569555	1.977938	1.981727	2.230438	1.965101	2.005337	2.045137	2.053118	2.288827	2.075003	1.914456	1.885439	2.053094	1.785693	1.779213	2.286346	1.988518	1.916242	2.051875	1.979896	2.358581	2.056529	2.254973	2.146343	1.949602	1.996197	1.944457	2.046652	1.750383	2.006029	2.220176	1.911789	1.868148	1.603234	2.136012	2.298696	1.968763	1.891415	1.997259	2.077000	1.943364	1.699698	1.954124	2.249236	1.785764	2.137895	1.995571	1.830597	2.092220	2.116454	2.290624	1.841179
993	3.029974471	2.542815319	2.903976874	2.838583276	2.465070057	2.749423992	2.831011219	2.673982495	2.820914818	2.750711877	2.677169062	2.631135674	2.531845866	2.111818	2.128959	2.320875	2.110931	2.190996	1.978042	2.135124	2.296196	2.278130	2.053750	1.984426	2.032319	2.116523	2.009492	2.361299	2.043222	2.142879	2.079238	2.337645	2.485184	2.200207	2.195036	2.386988	2.121154	2.173797	2.274323	2.177970	1.881625	2.155066	2.359025	2.042716	2.115934	1.861238	2.420512	2.572805	2.137882	1.941713	2.215034	2.104114	1.929338	1.797041	2.105628	2.334515	1.892692	2.127789	2.302929	1.983682	2.351743	2.293365	2.486577	2.169783
994	3.12363934	2.72428993	3.036545791	3.084059916	2.766300391	2.842449153	2.89409507	3.038531218	2.933139116	3.066838051	2.796982188	2.769966625	2.775587824	2.200174	2.106238	2.170741	2.001988	2.218522	2.247442	2.181287	2.262361	2.233228	1.946353	1.992377	2.217099	2.009315	1.887179	2.553126	2.051408	2.121247	2.056958	2.259854	2.392435	2.153643	2.325589	2.285084	2.079097	2.114879	2.141107	2.112150	1.946411	2.163700	2.172126	1.933882	2.024439	1.836806	2.381967	2.474477	2.134321	1.844945	2.148093	2.000041	2.071502	1.746659	1.984253	2.331661	1.757444	2.136314	2.188510	1.872258	2.270117	2.136769	2.423825	2.002691
995	3.065024638	2.691849036	2.835010821	2.797773374	2.603199161	2.794404986	2.823473118	2.607753765	2.859598932	2.763207957	2.732415042	2.723017653	2.549934603	2.155596	2.320726	2.440926	2.199032	2.320501	2.209223	2.204949	2.345995	2.402032	2.325738	2.017795	2.267938	2.148162	2.024127	2.488542	2.059350	2.132148	2.273173	2.241201	2.473244	2.360769	2.460941	2.324918	2.125522	2.282828	2.240495	2.249197	1.851563	2.310140	2.379371	1.951147	2.050168	1.876186	2.462455	2.675567	2.257691	1.948282	2.261478	2.140781	1.998719	1.822906	2.288935	2.605488	1.967364	2.191150	2.314652	2.119640	2.378705	2.336787	2.486870	2.111592
