Wavenumber	Control30_1	Control30_2	Control30_3	Control30_4	Control30_5	Control30_6	Control30_7	Control30_8	Control30_9	Control30_10	Control30_11	Control30_12	Control30_13	BacVan30 Amid_1	BacVan30 Amid_2	BacVan30 Amid_3	BacVan30 Amid_4	BacVan30 Amid_5	BacVan30 Amid_6	BacVan30 Amid_7	BacVan30 Amid_8	BacVan30 Amid_9	BacVan30 Amid_10	BacVan30 Amid_11	BacVan30 Amid_12	BacVan30 Amid_13	BacVan30 Amid_14	BacVan30 Amid_15	BacVan30 Amid_16	BacVan30 Amid_17	BacVan30 Amid_18	BacVan30 Amid_19	BacVan30 Amid_20	BacVan30 Amid_21	BacVan30 Amid_22	BacVan30 Amid_23	BacVan30 Amid_24	BacVan30 Amid_25	BacVan30 Amid_26	BacVan30 Amid_27	BacVan30 Amid_28	BacVan30 Amid_29	BacVan30 Amid_30	BacVan30 Amid_31	BacVan30 Amid_32	BacVan30 Zucker_1	BacVan30 Zucker_2	BacVan30 Zucker_3	BacVan30 Zucker_5	BacVan30 Zucker_6	BacVan30 Zucker_7	BacVan30 Zucker_8	BacVan30 Zucker_9	BacVan30 Zucker_10	BacVan30 Zucker_11	BacVan30 Zucker_12	BacVan30 Zucker_13	BacVan30 Zucker_14	BacVan30 Zucker_15	BacVan30 Zucker_16	BacVan30 Zucker_17	BacVan30 Zucker_18	BacVan30 Zucker_19	BacVan30 Zucker_20
770	1.267211473	1.157420538	1.045071294	1.317340059	1.230253328	1.071331513	1.297194726	1.234615119	1.234388262	1.367681565	1.333192413	1.289986008	1.16422833	0.908038	0.830686	0.710498	0.728246	0.835389	0.940811	0.900094	0.815491	0.751462	0.972647	0.801410	0.658778	0.832614	0.817533	0.744891	0.847239	0.687768	0.785672	0.971628	0.763030	0.839334	0.785457	0.923110	1.022006	0.849180	0.836507	0.774665	0.907603	0.927902	0.873629	0.851305	0.840058	0.751460	0.712447	0.853620	0.720724	0.679320	0.844226	0.996441	0.771753	0.781420	0.849887	1.017876	0.782332	0.789682	0.779344	0.753387	0.848230	0.855211	0.772278	0.924060
771	1.035396925	1.160619993	1.15555658	1.045043222	1.035660252	1.199481645	1.05678707	1.224117472	1.087904552	1.401939204	1.126443328	1.249808609	1.074356111	0.868624	0.950555	1.053471	0.946098	1.037292	0.996401	0.994725	0.956212	0.785915	1.009307	0.778864	0.889825	0.881811	0.825567	1.025575	0.917693	0.768319	0.922322	0.779575	0.957766	0.929333	0.920995	0.956852	0.948383	0.808409	0.845201	0.960513	0.908989	0.899093	0.925249	0.842159	1.104448	0.879636	0.873682	0.964328	0.873788	0.792447	0.831729	0.933551	0.757547	0.892928	0.859650	1.009419	0.943926	0.977412	0.986446	1.117064	0.768588	0.905743	0.987476	1.160267
772	1.345775039	1.048839029	1.535641637	1.4228362	1.51781191	1.173743747	1.365737441	1.414282536	1.302020961	1.173484025	1.289682094	1.471986288	1.23050241	0.960568	0.929245	1.092327	0.965537	0.964978	1.015549	0.952165	1.057795	0.784998	1.122453	0.817850	0.878686	0.921748	0.814548	0.807683	0.926807	0.777389	0.981327	1.110895	0.916788	0.948428	0.959487	1.059620	1.070833	0.908399	0.976441	0.819481	0.991416	1.075563	0.903858	0.890657	0.909085	0.909988	0.942078	1.113703	0.772450	0.791522	0.903450	1.003409	0.896048	1.044159	0.858646	1.047395	0.869494	0.976271	0.834484	0.881982	0.937181	1.087656	0.886695	1.068215
773	1.440960814	1.305239323	1.496598506	1.019703999	1.166627309	1.413247378	1.467268935	1.486780857	1.252520373	1.411562081	1.309262889	1.363656245	1.332069726	0.902341	1.140185	0.934513	0.826781	1.066873	0.887210	0.873692	0.866958	0.877848	1.152812	0.753852	0.931918	0.904790	0.858788	0.928183	0.949744	0.851135	0.904296	0.957972	0.870575	0.901266	0.796190	1.172690	1.081453	0.931317	0.858635	0.931931	0.983420	0.902021	1.006854	0.961698	0.962545	0.749506	0.768999	1.073516	0.787780	0.674728	1.009149	1.014795	0.801379	0.918183	0.912260	1.076168	0.884346	0.928671	0.977036	1.168247	0.910152	0.758327	0.968177	1.018885
774	1.326623367	1.219171191	1.316593091	1.349645607	1.333781218	1.338541707	1.510698422	1.75961433	1.339767744	1.507981538	1.368596896	1.628083487	1.523549851	0.873419	0.797806	0.866054	0.944958	0.972225	0.877647	1.038686	0.973420	0.867971	1.062364	0.843407	0.957306	0.761370	0.784959	1.052594	0.918027	0.852055	0.790938	0.955126	0.972313	0.975092	1.038680	0.946045	0.937671	0.937929	0.982978	0.817228	0.921281	0.980068	1.113597	0.781669	0.873249	0.816454	1.068950	0.969652	0.820349	0.832308	0.868487	0.979518	0.758645	0.909649	0.807290	0.964203	0.856657	0.925912	0.850193	1.017079	1.046912	0.887915	0.861000	1.133115
775	1.403282263	1.323978941	1.294317686	1.288902232	1.298859553	1.278298009	1.364722359	1.239806609	1.748458464	1.363890824	1.306502835	1.253168674	1.468969779	0.970318	1.042725	1.096629	1.113418	1.090573	1.037919	1.153920	1.102618	0.974524	1.330435	0.751641	1.105218	0.993860	0.861663	1.301561	1.146046	0.936295	1.250836	1.103962	1.039034	1.010359	1.123279	1.051002	1.105476	0.916947	1.050031	1.114233	1.034264	1.185821	1.058910	1.052284	1.286476	0.961024	1.167067	1.419040	0.797440	1.096673	1.189968	1.276528	1.017540	0.887054	0.896853	1.182334	0.897623	0.883172	1.193618	1.129916	0.977793	1.101855	0.874240	0.988334
776	1.362239206	1.49895949	1.507648915	1.30037392	1.410676857	1.582783402	1.451970748	1.369341991	1.281966543	1.31324718	1.507942061	1.37151751	1.560991836	1.219297	1.117163	1.321566	1.114250	1.339543	1.058444	1.364857	1.179585	1.204723	1.547439	1.166793	0.988197	1.012963	1.112259	1.236090	1.158971	1.070548	1.256639	1.313946	1.303548	1.319844	1.209780	1.480457	1.105989	1.373995	1.341336	1.179747	1.043281	1.421510	1.036865	1.115617	1.042862	1.190259	1.075733	1.163092	0.906859	1.129772	1.336323	1.271938	1.164723	1.052635	0.923921	1.270070	1.125255	1.145311	1.229642	1.423945	1.410225	1.189163	1.366832	1.286101
777	1.590529773	1.281040849	1.660395548	1.481489727	1.468650794	1.600488674	1.736707332	1.546134507	1.462291009	1.441972644	1.57573355	1.661352877	1.320301749	1.147812	1.102759	1.182040	0.881139	1.138708	1.128564	1.119871	1.041162	0.842716	1.215756	1.088927	1.260216	0.918498	0.931270	1.104194	1.002743	1.010410	1.073744	1.042431	0.942265	0.993387	1.108883	1.235464	1.073972	1.239725	0.932015	0.886516	1.007136	1.241879	1.039489	0.848929	1.025586	0.999225	1.131019	1.359509	0.801889	0.842652	1.154012	0.997895	0.931710	0.763394	0.886254	1.240483	0.847592	0.941869	1.097687	1.160166	1.069077	1.119713	1.068311	1.227957
778	1.529536968	1.392638839	1.81035393	1.421169111	1.501996188	1.553034482	1.699832652	1.676683373	1.717938291	1.598434929	1.706282034	1.694753964	1.559725676	0.963759	1.151902	1.199548	0.939076	1.033964	1.225177	1.014485	1.151858	0.945912	1.106906	0.996446	1.009040	0.984595	0.957284	1.197580	1.065513	1.033295	1.208051	1.223171	1.042538	1.141157	1.034852	1.282653	1.048094	1.113032	1.380464	1.177396	1.072128	1.053102	1.005049	0.876766	1.087879	0.877394	1.158972	1.323922	0.898238	0.853998	1.096203	1.136783	0.975910	1.025141	0.914017	1.051767	0.898499	1.100384	1.260316	0.971496	1.033657	1.140099	1.089256	1.035302
779	2.154997216	1.494902917	1.831620136	1.74228677	1.751400693	1.86294875	1.772715845	1.834692708	1.934671896	1.865394591	1.693227919	1.926906289	1.839815979	1.037573	1.297579	1.122856	1.150904	1.452096	1.147695	1.139644	1.101101	1.046183	1.174547	0.982653	0.995072	1.009043	1.000481	1.151204	1.023107	1.241862	1.218703	1.073033	1.318686	1.247459	1.299410	1.354639	1.074119	1.121171	1.031582	1.206632	1.128991	1.048992	1.147719	1.080156	1.026095	0.990108	1.034492	1.395561	1.075580	1.106578	1.203666	1.253120	1.105927	1.050595	1.112347	1.229165	0.971403	1.127707	1.097383	1.118788	1.232666	1.256775	1.193290	1.099945
780	1.846246769	1.765009564	1.737735992	1.730465239	1.666448644	1.345819248	1.977259451	1.58627006	1.926767376	1.563941665	1.955501094	1.802130644	1.721555684	1.234079	1.541475	1.207420	1.309772	1.305433	1.121616	1.350886	1.515767	1.296987	1.293948	1.291816	1.267580	1.151698	1.322676	1.147191	1.380487	1.120760	1.347234	1.292593	1.280683	1.327084	1.489736	1.241217	1.281920	1.509980	1.460365	1.485037	1.058290	1.436382	1.009476	1.132723	1.497332	1.260227	1.543284	1.269311	1.027379	1.024770	1.397142	1.322930	1.179564	1.168504	1.064965	1.375960	1.104405	1.263163	1.504101	1.258967	1.161193	1.326789	1.270395	1.446903
781	1.691278505	1.536485951	1.832038266	1.799551518	1.854440505	1.858597532	1.944832961	1.738167384	2.169043418	1.73947085	1.609255797	1.915417872	1.948473793	1.203391	1.331137	1.177153	1.049607	1.474480	1.396577	1.166294	1.402497	1.138739	1.339923	1.019167	1.205663	1.261714	1.123618	1.251066	1.342235	1.170713	1.262301	1.298860	1.189577	1.329710	1.398075	1.379006	1.524129	1.137411	1.253043	1.116637	1.305585	1.396138	1.202633	1.153000	1.316891	1.138736	1.335316	1.494764	1.149642	1.123905	1.170222	1.171196	1.169487	1.163362	1.090122	1.392883	0.950415	1.057287	1.315413	1.369988	1.133037	1.174612	1.293971	1.530211
782	1.978763706	1.792387504	1.886907415	1.675552578	1.713812339	1.839813754	1.584033533	1.600580139	1.76409492	1.826562176	1.804221251	1.694263411	1.879006655	1.308273	1.417966	1.512635	1.290209	1.501045	1.350652	1.442017	1.495944	1.185200	1.426132	1.347541	1.460518	1.491835	1.316210	1.465946	1.397536	1.146679	1.395190	1.391762	1.546216	1.448396	1.555699	1.370666	1.325929	1.235845	1.384957	1.329129	1.553186	1.620272	1.350680	1.096805	1.423181	1.181333	1.434022	1.503858	1.238904	1.066334	1.293418	1.529857	1.324132	1.193990	1.055608	1.363869	1.105758	1.370440	1.623691	1.435699	1.252318	1.448482	1.409162	1.159448
783	1.897536637	1.773257948	2.019767338	1.740788679	1.940598024	1.726466639	1.756013195	1.919816462	1.993765603	1.57529232	1.748345077	1.452250692	1.797723943	1.262079	1.540350	1.319448	1.235653	1.520206	1.356349	1.303850	1.410535	1.345950	1.624351	1.265949	1.224548	1.435764	1.162098	1.268871	1.331307	1.113979	1.536576	1.543976	1.236527	1.443128	1.489759	1.338259	1.531227	1.434091	1.396993	1.590324	1.126909	1.523249	1.385237	1.152988	1.577079	1.070020	1.390197	1.245000	1.216301	1.203541	1.180369	1.564883	1.027937	1.184799	1.157796	1.344455	1.051830	1.306082	1.533265	1.711125	1.388240	1.299849	1.557111	1.498663
784	2.05789671	1.910379345	2.344173469	2.028218989	2.064887852	1.948276408	1.944932636	2.028328825	2.081676832	2.224918531	1.976782086	2.050189311	1.856808409	1.299609	1.639865	1.423640	1.354972	1.535769	1.329341	1.701317	1.615258	1.512441	1.370988	1.254953	1.568021	1.506897	1.336745	1.679122	1.374502	1.334945	1.371725	1.495972	1.678552	1.597154	1.696289	1.760403	1.598549	1.454348	1.331405	1.510974	1.419002	1.525833	1.535473	1.315483	1.461434	1.231177	1.408761	1.557700	1.313153	1.151919	1.327704	1.799810	1.394163	1.236116	1.127545	1.609117	1.169302	1.358301	1.550706	1.380185	1.477047	1.423418	1.526536	1.615681
785	2.17282128	1.939725451	2.303403108	2.118286209	1.742837405	2.001409489	1.725303855	2.045847776	2.098258187	2.082116534	2.246314573	2.067896953	2.033030458	1.264834	1.755583	1.613171	1.267996	1.885898	1.534472	1.502478	1.734311	1.491597	1.662747	1.398669	1.675677	1.436232	1.340701	1.721737	1.689755	1.210641	1.572357	1.609739	1.564748	1.534489	1.689974	1.703038	1.677795	1.634724	1.607168	1.460673	1.350113	1.392192	1.484357	1.211871	1.735039	1.311858	1.508171	1.872729	1.476157	1.121095	1.415241	1.761660	1.514175	1.246006	1.276944	1.749734	1.355271	1.510806	1.529069	1.437701	1.585215	1.395369	1.633273	1.741636
786	2.336760182	1.933914654	2.405812982	2.051676875	2.15538494	2.135904953	2.13188866	2.173911184	2.052761112	2.222692981	2.109145116	2.197340667	2.013946973	1.364162	1.705140	1.562409	1.315831	1.422269	1.522814	1.408037	1.856114	1.588679	1.641008	1.426236	1.544558	1.505222	1.587807	1.516099	1.557534	1.484581	1.362314	1.515569	1.514054	1.563040	1.483246	1.650589	1.584854	1.503469	1.333268	1.657335	1.616687	1.431024	1.401825	1.257903	1.673660	1.350296	1.585470	1.484574	1.305029	1.261765	1.691211	1.821757	1.463253	1.242117	1.354248	1.778881	1.383595	1.499197	1.547535	1.540648	1.603909	1.433392	1.464249	1.611193
787	2.352038277	1.815947963	2.23372937	1.929437415	1.963839141	2.084199523	2.081974228	2.018828098	1.811435945	2.207314733	1.723083853	1.909779372	1.584433725	1.418628	1.436478	1.454509	1.350763	1.672186	1.513549	1.754195	1.500582	1.490618	1.721066	1.185288	1.544608	1.296932	1.400786	1.439204	1.468296	1.300926	1.385096	1.476544	1.368687	1.366140	1.570576	1.598862	1.504471	1.494451	1.377189	1.460226	1.504521	1.474928	1.345405	1.291746	1.492484	1.263404	1.661483	1.622403	1.114009	1.278275	1.507215	1.451324	1.183185	1.303181	1.279213	1.582847	1.377610	1.215694	1.625744	1.500906	1.272246	1.307030	1.446021	1.354678
788	2.168727299	1.989014586	2.247525423	2.262716407	2.067195194	2.183119356	1.718741482	2.188480633	2.110395292	2.221511982	1.892730993	2.041907996	1.994611264	1.437817	1.473004	1.565854	1.449334	1.673725	1.394473	1.352523	1.361549	1.326788	1.614096	1.114508	1.358138	1.299618	1.218941	1.576358	1.359903	1.217515	1.403428	1.376444	1.443821	1.461870	1.461279	1.652723	1.462584	1.500634	1.290686	1.504745	1.324275	1.364643	1.452205	1.293267	1.518641	1.188609	1.643397	1.529726	1.348991	1.351174	1.337411	1.535691	1.206812	1.349298	1.406222	1.668554	1.230130	1.143723	1.599522	1.398741	1.321797	1.424657	1.386892	1.650973
789	1.957177541	1.997393482	2.401256724	1.882189844	2.186454548	2.019328155	1.955308298	2.006946865	2.280768845	2.285948134	2.021645706	1.965577475	2.104668817	1.524166	1.529204	1.651660	1.496067	1.771460	1.537532	1.527254	1.407235	1.342538	1.523709	1.490908	1.538785	1.364114	1.416495	1.670577	1.327251	1.337020	1.592802	1.651443	1.441863	1.527565	1.744020	1.582753	1.410882	1.508776	1.530173	1.340661	1.609995	1.510922	1.440250	1.232757	1.614970	1.202719	1.406343	1.576727	1.163138	1.187580	1.621955	1.680177	1.411941	1.073492	1.190602	1.641463	1.164428	1.600932	1.666680	1.415345	1.519004	1.275984	1.680208	1.602976
790	2.248554117	2.214391894	2.436849994	2.217909695	1.976523285	1.953817595	2.265494968	2.294325829	2.101600929	1.964038749	2.338124202	2.207960654	2.360290901	1.412490	1.710159	1.519626	1.471583	1.710390	1.360462	1.415353	1.538201	1.506787	1.276266	1.280448	1.512736	1.400587	1.403284	1.631060	1.525445	1.362962	1.425285	1.429466	1.585258	1.379802	1.647188	1.613947	1.398506	1.370913	1.362574	1.366674	1.514537	1.564039	1.284907	1.519060	1.282836	1.342822	1.642125	1.670792	1.250568	1.298307	1.342835	1.508640	1.278176	1.335649	1.325066	1.538992	1.344901	1.423197	1.571347	1.650900	1.437641	1.409019	1.575637	1.481265
791	2.098040887	2.06528694	2.343249715	2.005501676	1.897789659	2.001511206	2.016634466	1.846224022	2.230997453	1.898807909	2.034422078	1.90639784	2.019612209	1.336637	1.542195	1.688722	1.271880	1.465814	1.408771	1.406794	1.472443	1.313660	1.354646	1.142138	1.391649	1.315837	0.992409	1.623131	1.450750	1.132027	1.314498	1.498216	1.261750	1.268129	1.556351	1.547473	1.562534	1.212208	1.448837	1.563102	1.369951	1.477732	1.276430	1.289881	1.416948	1.168561	1.366402	1.429195	1.214162	1.163548	1.401865	1.405991	1.223534	0.992373	1.373098	1.439916	1.228888	1.302467	1.553822	1.345469	1.392324	1.400628	1.428428	1.247837
792	2.261033468	2.154926626	2.315197103	2.268720103	1.857873762	2.067617802	2.090544372	2.311564002	2.169113917	2.049850505	1.822854603	1.90572988	2.027344964	1.517580	1.607720	1.533773	1.488241	1.761921	1.429960	1.721297	1.728988	1.378873	1.654295	1.455258	1.710671	1.389841	1.528839	1.658268	1.610732	1.505044	1.726705	1.483069	1.637007	1.647177	1.766238	1.600555	1.764988	1.410907	1.525583	1.539733	1.448155	1.566246	1.523250	1.514618	1.406993	1.430096	1.598690	1.873447	1.330660	1.190177	1.621138	1.737385	1.462834	1.242961	1.535767	1.518148	1.207843	1.612286	1.487482	1.452881	1.607299	1.617991	1.494326	1.665757
793	2.14264815	1.926335582	2.283044211	2.261202596	1.83627742	1.742889384	1.808676078	1.915257023	2.018413489	2.054161815	1.930330385	1.857416444	2.082718628	1.303910	1.303436	1.377565	1.219870	1.538783	1.452984	1.364621	1.248464	1.291590	1.467540	1.193819	1.369465	1.225881	1.241292	1.538197	1.400018	1.211590	1.395219	1.417460	1.369830	1.377520	1.368982	1.564027	1.319100	1.444089	1.464751	1.551320	1.161309	1.503793	1.500499	1.332598	1.451866	1.300879	1.326074	1.613777	1.013146	1.188168	1.446904	1.516461	1.368594	1.251034	1.124115	1.556124	1.244115	1.242342	1.438467	1.510406	1.417124	1.188191	1.546539	1.460673
794	2.412107544	2.042273457	2.555115393	2.120353803	2.122547359	2.164759171	2.350735298	2.088335255	1.943501996	2.149584938	2.169537031	2.057739386	2.087885198	1.480452	1.750985	1.591686	1.611549	1.682198	1.347438	1.643825	1.641102	1.472381	1.540009	1.381285	1.574808	1.557244	1.548517	1.755222	1.726129	1.467150	1.629236	1.920481	1.428334	1.543906	1.695618	1.660050	1.715159	1.466266	1.467737	1.567932	1.516041	1.567537	1.603190	1.447213	1.671816	1.195325	1.623070	1.622745	1.467047	1.220456	1.438163	1.580360	1.523467	1.358853	1.310954	1.706423	1.359504	1.286648	1.684509	1.646602	1.429041	1.535746	1.649938	1.639643
795	2.44946627	2.332757989	2.278469106	2.093363405	2.396421411	2.30384647	2.173606168	2.147502	2.218203677	2.229447045	2.263777812	2.30002307	2.274831801	1.360681	1.388054	1.301197	1.353170	1.742483	1.347489	1.520381	1.605996	1.346709	1.576017	1.124872	1.368822	1.533639	1.439146	1.474961	1.380321	1.369645	1.395086	1.643244	1.577225	1.510879	1.668721	1.457162	1.493057	1.482730	1.262822	1.401789	1.424266	1.573592	1.289766	1.294325	1.529564	1.140015	1.503764	1.740179	1.159941	1.283185	1.397557	1.642613	1.273851	1.267935	1.206319	1.493651	1.191423	1.259125	1.400727	1.379743	1.389023	1.339117	1.406912	1.499508
796	2.035233814	1.534924389	2.14106728	1.627135799	1.548679641	1.636007365	1.806024776	2.056121283	1.78400731	1.864072895	1.762648736	1.899119031	1.493437681	1.402544	1.654242	1.464688	1.416096	1.558315	1.536928	1.287376	1.745854	1.411113	1.626752	1.385366	1.622729	1.422572	1.313415	1.500874	1.393547	1.291378	1.691901	1.646572	1.570089	1.464213	1.671301	1.766011	1.568938	1.349658	1.412795	1.616029	1.287298	1.623640	1.568542	1.292523	1.344677	1.409483	1.480218	1.705651	1.299839	1.349458	1.506998	1.628450	1.351948	1.183817	1.434550	1.501718	1.335652	1.314525	1.604946	1.453969	1.426181	1.306559	1.724648	1.619139
797	2.284033026	2.03496969	2.0467662	1.917598769	2.00232589	2.081239312	1.762235892	1.866902541	1.930047976	1.990878903	2.174104758	2.015392152	2.16934227	1.304231	1.362375	1.572191	1.208598	1.476974	1.496088	1.306874	1.493287	1.340281	1.501263	1.106760	1.333303	1.440199	1.212097	1.648923	1.500389	1.334772	1.484754	1.489759	1.391775	1.573256	1.542376	1.619843	1.507007	1.419341	1.391381	1.606089	1.317777	1.618263	1.476689	1.278019	1.563399	1.240720	1.290142	1.708449	1.113200	1.165657	1.380814	1.473743	1.209561	1.227758	1.188600	1.535699	1.232619	1.309402	1.519611	1.341809	1.316165	1.303010	1.496302	1.388196
798	1.9868933	2.25891874	2.425182995	2.059135846	1.965216471	2.155649892	2.099514714	2.168346546	2.02074182	2.243396469	2.210943522	2.232303302	2.114517588	1.364719	1.572882	1.503811	1.250550	1.514680	1.274743	1.318646	1.579872	1.162875	1.520359	1.355478	1.239161	1.285557	1.243291	1.524547	1.412977	1.232211	1.389232	1.714737	1.448344	1.466450	1.465673	1.568700	1.749166	1.447930	1.478310	1.443066	1.477385	1.389594	1.399371	1.064738	1.388184	1.303048	1.488094	1.524553	1.136138	1.130362	1.470098	1.530498	1.193335	1.283144	1.411000	1.570528	1.216084	1.282338	1.565647	1.424098	1.467879	1.256750	1.560854	1.635879
799	2.249093257	1.751571163	2.538956399	1.922049409	1.940887791	2.238867779	2.158041002	1.888151116	1.901385565	2.330314903	2.107820849	1.92223092	2.119125509	1.256885	1.433967	1.432410	1.081303	1.481325	1.314272	1.379377	1.309236	1.151602	1.505620	1.155902	1.365596	1.295748	1.107174	1.398376	1.160672	1.251315	1.286230	1.353639	1.366623	1.481152	1.327889	1.434715	1.382238	1.364714	1.286843	1.331936	1.370727	1.421993	1.353532	1.213812	1.183792	1.232412	1.503635	1.453508	1.065742	1.277418	1.464257	1.448719	1.221159	1.155494	1.239021	1.351894	1.123029	1.253914	1.388531	1.303361	1.463588	1.128977	1.424051	1.498832
800	1.966336053	1.600689039	1.893322577	1.898226683	1.810003457	2.149736229	1.656801597	1.904360404	1.890506927	1.717762732	1.933508643	1.610896413	1.440228665	1.200826	1.324605	1.332868	0.936251	1.332103	1.294036	1.251390	1.346816	1.266155	1.324311	0.909099	1.268158	0.962091	1.122374	1.236761	1.231448	0.991865	1.089678	1.149109	1.241969	1.182420	1.370814	1.227096	1.254541	1.088973	1.173063	1.143286	1.339481	1.184905	1.048475	1.058500	1.244545	1.021482	1.171364	1.297138	0.951711	1.075220	1.226630	1.244348	1.037127	0.900348	0.967737	1.392975	0.935372	1.207573	1.122138	1.176125	1.298221	1.115616	1.065632	1.293471
801	1.946636572	1.836168916	2.236984729	1.800231878	1.908341629	1.926713134	1.782712495	2.073007729	1.786277076	1.734564592	2.034340435	2.191846031	1.885224227	1.178119	1.380520	1.438682	1.141315	1.528168	1.457940	1.424749	1.322883	1.182259	1.348976	1.176866	1.251327	1.450167	1.275578	1.501221	1.361986	1.176009	1.152018	1.500695	1.489396	1.379041	1.497869	1.532241	1.518678	1.329918	1.250174	1.346267	1.487943	1.283496	1.388068	1.070401	1.406139	1.182770	1.404144	1.529199	1.104800	1.228900	1.449970	1.494927	1.135619	1.155062	1.350890	1.232034	1.122795	1.237070	1.265423	1.097126	1.470526	1.359353	1.469472	1.545835
802	1.996969552	1.851238451	2.102632719	2.043381344	1.622969083	1.913982591	1.989963005	2.085344229	1.885760974	1.951227044	2.220621885	1.825881579	1.599983776	1.358855	1.398771	1.566244	1.229427	1.477023	1.366206	1.453748	1.340956	1.356428	1.542098	1.144443	1.478606	1.377796	1.014631	1.549175	1.390283	1.192904	1.436256	1.437784	1.350448	1.447174	1.448123	1.541407	1.436098	1.557525	1.499123	1.374092	1.465875	1.373810	1.326051	1.194275	1.545903	1.055342	1.373307	1.478799	1.339645	1.205346	1.551094	1.383561	1.211351	1.215767	1.229070	1.481476	1.150238	1.373896	1.422172	1.271871	1.410289	1.347376	1.330437	1.535146
803	1.99707423	1.824048193	2.116871645	2.005807694	1.88248762	1.82458579	1.893834489	1.910388434	2.125252874	2.33447612	1.831691236	2.066962141	2.112069009	1.348855	1.299217	1.111918	1.250637	1.316546	1.356151	1.382075	1.492431	1.268391	1.377674	1.106641	1.507392	1.488332	1.342885	1.547445	1.330049	1.056904	1.327362	1.366037	1.555773	1.466244	1.563729	1.601466	1.334537	1.417224	1.538026	1.324728	1.496075	1.394460	1.386095	1.253505	1.474348	1.140008	1.382674	1.655099	1.310086	1.124891	1.376534	1.582371	1.094901	1.067982	1.348971	1.576300	1.018338	1.314372	1.283369	1.304247	1.429278	1.407327	1.496732	1.682170
804	1.871515965	1.559835283	2.017128104	1.691527102	1.657713672	1.642660052	1.803469384	1.682282984	1.681973838	1.731776757	1.733677067	2.163026532	1.465612084	1.431557	1.214643	1.480875	1.151485	1.418204	1.366152	1.350077	1.653658	1.316464	1.419298	1.331544	1.307201	1.482117	1.229807	1.465562	1.193631	1.482931	1.571566	1.724651	1.350694	1.326449	1.562512	1.715099	1.427091	1.378362	1.503028	1.446230	1.393247	1.660151	1.542128	1.381697	1.613505	1.204535	1.485610	1.697380	1.155267	1.146298	1.576868	1.497736	1.288596	1.152798	1.307445	1.436527	1.078286	1.282132	1.321764	1.451144	1.473289	1.315636	1.401160	1.622685
805	2.188457547	1.98702253	2.400844932	2.287413759	2.09194466	2.345495916	2.052518274	1.959646012	2.326652016	2.254072266	2.138921368	2.022032198	2.324550059	1.334726	1.683853	1.561919	1.540140	1.482965	1.552773	1.429315	1.570259	1.284068	1.640363	1.338056	1.464560	1.505329	1.408625	1.399152	1.386444	1.130621	1.234733	1.525988	1.543320	1.343648	1.502670	1.670371	1.584486	1.503441	1.354515	1.419589	1.430944	1.483326	1.482679	1.395981	1.450949	1.279422	1.584724	1.425228	1.276571	1.191744	1.444373	1.599699	1.237470	1.308973	1.454868	1.380824	1.312404	1.310533	1.527341	1.509452	1.386725	1.383764	1.857469	1.540848
806	2.672662583	2.087595281	2.584242397	2.385783917	1.98884658	2.033830053	2.327444104	2.018323671	2.24373771	2.268223247	2.077074909	1.883147328	2.229730652	1.461184	1.428900	1.510839	1.527365	1.573346	1.531063	1.603079	1.548304	1.487814	1.706400	1.266789	1.355804	1.575779	1.443396	1.627369	1.419779	1.358491	1.447621	1.704613	1.708158	1.437787	1.542352	1.512544	1.658641	1.344507	1.522937	1.547944	1.584123	1.628227	1.489147	1.297810	1.592687	1.252892	1.249287	1.429766	1.574572	1.387326	1.415461	1.695497	1.274822	1.325308	1.397782	1.637499	1.189927	1.538153	1.557293	1.634959	1.431033	1.469518	1.790081	1.789865
807	2.20061835	2.106451814	2.428408552	2.07278406	2.010011722	2.129149567	2.064078463	2.013817738	1.818597975	2.023899593	2.08107852	2.166845711	2.052513815	1.354332	1.344029	1.693641	1.267042	1.825205	1.459852	1.377181	1.675790	1.457352	1.403154	1.288421	1.422423	1.392656	1.357664	1.597679	1.276097	1.645654	1.546432	1.492441	1.577664	1.352389	1.633286	1.543787	1.500120	1.431308	1.659702	1.407469	1.398806	1.551802	1.459882	1.336069	1.567536	1.188635	1.541095	1.607965	1.266687	1.325156	1.543201	1.604636	1.334486	1.309976	1.461934	1.635315	1.302400	1.505447	1.591745	1.321106	1.559077	1.490839	1.548283	1.575886
808	2.575958661	2.319120584	2.568441559	2.505497296	2.261326851	2.264867979	2.528530105	2.020010987	2.294420763	2.370925361	2.022245042	2.652927305	2.374390313	1.588989	1.672580	1.809364	1.536322	1.833975	1.790185	1.835463	1.777429	1.613608	1.809861	1.534389	1.715634	1.674072	1.471855	1.925711	1.827974	1.522624	1.925631	1.863424	1.788559	1.735463	1.933889	1.853443	1.705035	1.790009	1.597368	1.750982	1.583193	1.885378	1.725123	1.543597	1.724187	1.430341	1.695104	1.661465	1.446860	1.568851	1.741797	1.938246	1.584849	1.510608	1.413773	1.767366	1.443747	1.817181	1.761557	1.623419	1.864004	1.759283	1.830736	1.905632
